1977,,,,,,,,,1978,,,,,,,,,1979,,,,,,,,,1980,,,,,,,
record_id,month,day,year,plot,species,sex,wgt,,record_id,month,day,year,plot,species,sex,wgt,,record_id,month,day,year,plot,species,sex,wgt,,record_id,month,day,year,plot,species,sex,wgt
368,11,12,1977,9,PF,F,7,,871,5,17,1978,6,DS,F,74,,1919,7,24,1979,7,,,,,2638,3,9,1980,20,DM,F,43
369,11,12,1977,20,DM,F,39,,872,5,17,1978,20,DS,M,130,,1920,7,24,1979,23,,,,,2639,3,9,1980,21,RM,M,8
370,11,12,1977,9,DM,M,40,,873,5,17,1978,22,DS,F,,,1921,7,25,1979,17,PE,M,8,,2640,3,9,1980,1,DO,M,44
371,11,12,1977,13,DM,M,40,,874,5,17,1978,20,DM,M,40,,1922,7,25,1979,2,DS,F,80,,2641,3,9,1980,11,DS,M,147
372,11,12,1977,22,DM,F,35,,875,5,17,1978,5,NA,F,212,,1923,7,25,1979,18,PF,F,6,,2642,3,9,1980,15,DM,M,37
373,11,12,1977,6,DM,M,36,,876,5,17,1978,6,DM,M,41,,1924,7,25,1979,2,OT,F,25,,2643,3,9,1980,2,DM,M,43
374,11,12,1977,18,DM,M,44,,877,5,17,1978,12,DS,F,83,,1925,7,25,1979,12,DM,M,45,,2644,3,9,1980,17,DS,M,132
375,11,12,1977,9,PF,F,6,,878,5,17,1978,19,,,,,1926,7,25,1979,14,DM,F,44,,2645,3,9,1980,19,RM,M,9
376,11,12,1977,1,PF,F,7,,879,5,17,1978,23,,,,,1927,7,25,1979,17,DS,M,99,,2646,3,9,1980,2,RM,M,10
377,11,12,1977,9,DS,F,120,,880,5,18,1978,16,DM,M,48,,1928,7,25,1979,14,NA,M,151,,2647,3,9,1980,5,DM,M,48
378,11,12,1977,1,DO,M,48,,881,5,18,1978,18,DM,F,41,,1929,7,25,1979,18,DS,F,133,,2648,3,9,1980,11,DM,M,42
379,11,13,1977,14,DM,M,44,,882,5,18,1978,11,DS,M,118,,1930,7,25,1979,14,OT,M,19,,2649,3,9,1980,2,OL,F,38
380,11,13,1977,17,DM,F,38,,883,5,18,1978,17,PM,F,22,,1931,7,25,1979,11,DM,M,31,,2650,3,9,1980,6,OL,M,40
381,11,13,1977,17,DS,F,118,,884,5,18,1978,18,DS,M,102,,1932,7,25,1979,18,DO,M,46,,2651,3,9,1980,13,DM,F,42
382,11,13,1977,17,DM,M,40,,885,5,18,1978,11,DM,M,42,,1933,7,25,1979,12,DS,M,108,,2652,3,9,1980,19,RM,M,10
383,11,13,1977,11,DS,F,126,,886,5,18,1978,3,NA,F,182,,1934,7,25,1979,8,DS,F,126,,2653,3,9,1980,2,DM,M,51
384,11,13,1977,11,DM,M,37,,887,5,18,1978,11,DM,F,29,,1935,7,25,1979,17,DS,M,145,,2654,3,9,1980,4,DS,F,135
385,11,13,1977,17,DS,M,132,,888,5,18,1978,17,DM,M,23,,1936,7,25,1979,14,DS,F,93,,2655,3,9,1980,5,DM,F,46
386,11,13,1977,21,OL,,,,889,5,18,1978,18,DS,F,138,,1937,7,25,1979,11,DS,M,98,,2656,3,9,1980,9,DS,F,114
387,11,13,1977,21,OL,,,,890,5,18,1978,17,DS,M,131,,1938,7,25,1979,18,DO,F,42,,2657,3,9,1980,13,DS,M,118
388,11,13,1977,11,DM,F,39,,891,5,18,1978,17,DM,M,41,,1939,7,25,1979,14,DS,F,125,,2658,3,9,1980,20,DM,M,42
389,11,13,1977,14,DS,F,113,,892,5,18,1978,17,DS,F,115,,1940,7,25,1979,11,PP,M,16,,2659,3,9,1980,21,PF,M,9
390,11,13,1977,11,NA,,,,893,5,18,1978,14,DS,F,121,,1941,7,25,1979,17,DO,M,,,2660,3,9,1980,22,DS,M,147
391,11,13,1977,11,PF,M,7,,894,5,18,1978,17,DM,F,38,,1942,7,25,1979,8,OL,F,36,,2661,3,9,1980,1,DM,F,46
392,11,13,1977,11,DS,F,122,,895,5,18,1978,4,DS,M,126,,1943,7,25,1979,17,OT,F,25,,2662,3,9,1980,2,DM,M,47
393,11,13,1977,14,NA,,,,896,5,18,1978,4,DS,F,120,,1944,7,25,1979,16,,,,,2663,3,9,1980,4,DS,M,147
394,11,13,1977,4,DS,F,107,,897,5,18,1978,11,PP,M,15,,1945,7,26,1979,4,DS,M,108,,2664,3,9,1980,9,OL,F,37
395,11,13,1977,14,DM,M,43,,898,5,18,1978,11,DM,F,29,,1946,7,26,1979,15,PP,F,16,,2665,3,9,1980,12,DM,M,52
396,11,13,1977,14,DM,F,40,,899,5,18,1978,18,DM,F,43,,1947,7,26,1979,9,DM,F,44,,2666,3,9,1980,20,DM,M,46
397,11,13,1977,17,RM,F,7,,900,5,18,1978,15,DM,M,41,,1948,7,26,1979,15,PP,F,17,,2667,3,9,1980,2,DM,F,46
398,11,13,1977,4,DS,F,115,,901,5,18,1978,4,DS,F,68,,1949,7,26,1979,4,DM,F,44,,2668,3,9,1980,24,DM,M,47
399,11,13,1977,17,DM,F,39,,902,5,18,1978,4,DS,M,83,,1950,7,26,1979,3,OL,F,31,,2669,3,9,1980,24,DM,M,53
400,11,13,1977,21,OL,,,,903,5,18,1978,14,DM,M,,,1951,7,26,1979,5,DM,M,40,,2670,3,9,1980,1,OT,F,22
401,11,13,1977,3,,,,,904,5,18,1978,11,DS,F,97,,1952,7,26,1979,3,OL,M,35,,2671,3,9,1980,8,DM,M,45
402,11,13,1977,15,,,,,905,5,18,1978,17,DM,M,21,,1953,7,26,1979,15,PP,F,11,,2672,3,9,1980,9,DM,M,48
403,11,13,1977,19,,,,,906,5,18,1978,11,DM,M,21,,1954,7,26,1979,15,PP,F,11,,2673,3,9,1980,19,RM,F,12
404,11,14,1977,12,DM,M,40,,907,5,18,1978,14,DM,F,44,,1955,7,26,1979,6,DS,F,59,,2674,3,9,1980,17,DO,M,
405,11,14,1977,12,DS,,,,908,5,18,1978,17,DO,M,18,,1956,7,26,1979,9,DS,M,94,,2675,3,9,1980,19,OT,M,24
406,11,14,1977,12,NA,,,,909,5,18,1978,4,DM,M,40,,1957,7,26,1979,9,DS,M,68,,2676,3,9,1980,20,DM,F,43
407,11,14,1977,5,DS,F,116,,910,5,18,1978,17,DM,F,41,,1958,7,26,1979,4,DS,F,111,,2677,3,9,1980,4,DM,M,52
408,11,14,1977,8,PF,F,6,,911,5,19,1978,9,DS,F,129,,1959,7,26,1979,4,DM,F,23,,2678,3,9,1980,6,DM,M,51
409,11,14,1977,12,DM,F,38,,912,5,19,1978,2,DS,M,148,,1960,7,26,1979,10,,,,,2679,3,9,1980,14,DM,M,42
410,11,14,1977,5,DS,M,137,,913,5,19,1978,1,DM,M,42,,1961,8,21,1979,13,OT,M,20,,2680,3,9,1980,19,OT,F,24
411,11,14,1977,5,DM,M,42,,914,5,19,1978,2,DM,F,41,,1962,8,21,1979,13,OL,F,45,,2681,3,9,1980,20,DM,M,42
412,11,14,1977,5,DS,M,126,,915,5,19,1978,13,OT,F,24,,1963,8,21,1979,24,DS,F,124,,2682,3,9,1980,22,DS,M,131
413,11,14,1977,8,DS,F,112,,916,5,19,1978,8,DS,F,108,,1964,8,21,1979,21,OT,F,17,,2683,3,9,1980,6,DO,M,56
414,11,14,1977,8,DO,F,39,,917,5,19,1978,1,DS,M,160,,1965,8,21,1979,14,DS,M,94,,2684,3,9,1980,8,DS,M,85
415,11,14,1977,5,DM,F,41,,918,5,19,1978,2,OT,F,30,,1966,8,21,1979,20,NA,F,136,,2685,3,9,1980,11,RM,F,14
416,11,14,1977,7,,,,,919,5,19,1978,8,DO,M,54,,1967,8,21,1979,20,DS,F,148,,2686,3,9,1980,12,DM,F,41
417,11,14,1977,10,,,,,920,5,19,1978,8,PF,F,7,,1968,8,21,1979,14,OL,F,24,,2687,3,9,1980,13,DS,M,89
418,11,14,1977,16,,,,,921,5,19,1978,8,DS,F,125,,1969,8,21,1979,14,OL,M,35,,2688,3,9,1980,17,OL,M,35
419,11,14,1977,23,,,,,922,5,19,1978,1,DS,M,100,,1970,8,21,1979,24,DM,F,41,,2689,3,9,1980,1,DS,M,160
420,12,10,1977,13,DM,F,48,,923,5,19,1978,1,DM,M,21,,1971,8,21,1979,14,DM,F,53,,2690,3,9,1980,8,DS,M,131
421,12,10,1977,9,DS,F,121,,924,5,19,1978,2,DM,M,49,,1972,8,21,1979,22,DS,M,132,,2691,3,9,1980,20,DS,M,134
422,12,10,1977,2,DM,F,42,,925,5,19,1978,9,DM,M,35,,1973,8,21,1979,13,DS,M,106,,2692,3,9,1980,2,DM,M,45
423,12,10,1977,13,DM,M,42,,926,5,19,1978,1,DO,M,37,,1974,8,21,1979,14,DS,F,128,,2693,3,9,1980,13,DM,M,50
424,12,10,1977,2,DM,M,52,,927,5,19,1978,9,DS,F,64,,1975,8,21,1979,14,DM,M,46,,2694,3,9,1980,20,NA,M,177
425,12,10,1977,20,DM,F,38,,928,5,19,1978,1,DS,F,131,,1976,8,21,1979,19,,,,,2695,3,9,1980,2,DM,M,45
426,12,10,1977,22,DM,M,45,,929,5,19,1978,1,DS,M,54,,1977,8,21,1979,23,,,,,2696,3,9,1980,18,DO,F,
427,12,10,1977,2,DM,F,37,,930,5,19,1978,2,DM,M,44,,1978,8,22,1979,12,DS,M,119,,2697,3,9,1980,22,RM,F,
428,12,10,1977,9,DO,F,40,,931,5,19,1978,9,DS,F,90,,1979,8,22,1979,8,DS,F,125,,2698,3,9,1980,13,DS,M,104
429,12,10,1977,1,DM,M,38,,932,5,19,1978,1,DM,F,39,,1980,8,22,1979,11,OL,M,27,,2699,3,9,1980,20,OT,M,24
430,12,10,1977,9,PF,F,7,,933,5,19,1978,2,PP,F,13,,1981,8,22,1979,17,OT,M,27,,2700,3,9,1980,1,DS,M,110
431,12,10,1977,2,OT,,,,934,5,19,1978,2,DS,F,114,,1982,8,22,1979,12,NA,F,72,,2701,3,9,1980,2,DM,F,49
432,12,10,1977,2,PF,,,,935,5,19,1978,7,,,,,1983,8,22,1979,11,DM,M,35,,2702,3,9,1980,12,DM,M,56
433,12,10,1977,9,DM,M,44,,936,5,19,1978,10,,,,,1984,8,22,1979,18,DS,M,94,,2703,3,9,1980,13,DM,M,50
434,12,10,1977,13,PF,F,7,,937,6,8,1978,12,DS,M,90,,1985,8,22,1979,17,DM,M,45,,2704,3,9,1980,14,DM,M,43
435,12,10,1977,2,NA,,,,938,6,8,1978,20,DM,M,46,,1986,8,22,1979,12,OT,F,17,,2705,3,9,1980,1,DM,F,46
436,12,10,1977,18,DM,F,33,,939,6,8,1978,8,DS,F,110,,1987,8,22,1979,17,DS,M,106,,2706,3,9,1980,4,DX,,
437,12,10,1977,18,DM,F,38,,940,6,8,1978,11,DS,M,119,,1988,8,22,1979,15,PP,F,15,,2707,3,9,1980,12,DM,F,27
438,12,10,1977,2,DM,M,47,,941,6,8,1978,17,DM,M,29,,1989,8,22,1979,17,DO,M,45,,2708,3,9,1980,13,DM,M,47
439,12,10,1977,20,DM,F,39,,942,6,8,1978,20,DM,M,48,,1990,8,22,1979,17,DS,M,144,,2709,3,9,1980,13,DO,F,55
440,12,10,1977,1,PF,F,7,,943,6,8,1978,8,SS,,,,1991,8,22,1979,12,DM,M,47,,2710,3,9,1980,15,OT,F,26
441,12,10,1977,2,OL,,,,944,6,8,1978,9,DS,F,124,,1992,8,22,1979,11,DM,F,40,,2711,3,9,1980,19,PE,F,23
442,12,10,1977,9,OT,,,,945,6,8,1978,12,DS,F,84,,1993,8,22,1979,17,NA,F,105,,2712,3,9,1980,8,DS,M,82
443,12,10,1977,13,DM,M,42,,946,6,8,1978,11,DM,F,43,,1994,8,22,1979,7,,,,,2713,3,9,1980,13,DM,,
444,12,10,1977,6,DM,M,36,,947,6,8,1978,17,DM,F,43,,1995,8,22,1979,16,,,,,2714,3,9,1980,22,DS,F,114
445,12,10,1977,9,OL,,,,948,6,8,1978,9,DM,M,40,,1996,8,22,1979,18,DO,F,45,,2715,3,9,1980,2,DM,F,50
446,12,10,1977,2,OT,,,,949,6,8,1978,22,DS,F,120,,1997,8,23,1979,3,OT,M,28,,2716,3,9,1980,6,OT,M,24
447,12,10,1977,18,DM,M,44,,950,6,8,1978,8,DO,F,55,,1998,8,23,1979,9,OT,F,30,,2717,3,9,1980,11,OL,M,33
448,12,10,1977,20,DS,M,116,,951,6,8,1978,17,OL,F,29,,1999,8,23,1979,9,DS,M,93,,2718,3,9,1980,20,DM,M,43
449,12,10,1977,2,DM,M,43,,952,6,8,1978,20,DM,F,26,,2000,8,23,1979,5,DS,F,93,,2719,3,9,1980,1,DM,F,44
450,12,10,1977,1,DO,M,45,,953,6,8,1978,12,DS,F,115,,2001,8,23,1979,4,DS,M,124,,2720,3,9,1980,5,PF,M,6
451,12,10,1977,9,DS,F,116,,954,6,8,1978,22,DM,M,45,,2002,8,23,1979,9,DS,M,103,,2721,3,9,1980,6,DO,F,51
452,12,10,1977,2,OT,,,,955,6,8,1978,9,DS,M,70,,2003,8,23,1979,2,OT,F,27,,2722,3,9,1980,9,OL,M,36
453,12,10,1977,9,DM,M,42,,956,6,8,1978,17,DS,F,123,,2004,8,23,1979,6,DS,F,81,,2723,3,9,1980,11,DM,F,43
454,12,10,1977,1,DM,F,38,,957,6,8,1978,12,DM,F,16,,2005,8,23,1979,9,DM,F,48,,2724,3,9,1980,13,DO,F,39
455,12,10,1977,7,,,,,958,6,8,1978,20,DM,F,42,,2006,8,23,1979,1,DS,M,142,,2725,3,9,1980,20,DM,F,42
456,12,10,1977,10,,,,,959,6,8,1978,8,DS,F,125,,2007,8,23,1979,1,DM,M,53,,2726,3,9,1980,22,DS,M,141
457,12,10,1977,16,,,,,960,6,8,1978,12,DM,M,19,,2008,8,23,1979,5,DS,M,87,,2727,3,9,1980,24,DM,F,43
458,12,10,1977,19,,,,,961,6,8,1978,8,DO,M,55,,2009,8,23,1979,1,DS,M,144,,2728,3,9,1980,2,NA,F,
459,12,10,1977,23,,,,,962,6,8,1978,22,DS,F,117,,2010,8,23,1979,4,DS,F,117,,2729,3,9,1980,4,PF,F,7
460,12,11,1977,12,DS,F,114,,963,6,8,1978,17,DS,M,133,,2011,8,23,1979,2,OT,M,20,,2730,3,9,1980,6,PF,M,7
461,12,11,1977,14,DM,M,41,,964,6,8,1978,9,DM,M,36,,2012,8,23,1979,5,OT,F,19,,2731,3,9,1980,13,DM,F,40
462,12,11,1977,17,DM,M,40,,965,6,8,1978,9,DS,F,71,,2013,8,23,1979,1,PP,F,14,,2732,3,9,1980,20,NA,M,212
463,12,11,1977,4,DS,M,134,,966,6,8,1978,17,DM,M,29,,2014,8,23,1979,2,DM,M,49,,2733,3,9,1980,24,DM,F,44
464,12,11,1977,5,DS,M,139,,967,6,8,1978,22,DS,F,99,,2015,8,23,1979,5,OT,F,18,,2734,3,9,1980,19,PE,M,21
465,12,11,1977,5,NA,,,,968,6,8,1978,22,PF,M,7,,2016,9,22,1979,10,OL,F,29,,2735,3,9,1980,20,DS,M,104
466,12,11,1977,4,DS,F,118,,969,6,8,1978,21,PF,M,8,,2017,9,22,1979,17,DM,M,47,,2736,3,9,1980,1,DM,F,42
467,12,11,1977,8,DO,F,41,,970,6,8,1978,12,DM,F,39,,2018,9,22,1979,23,PE,M,23,,2737,3,9,1980,12,DM,F,29
468,12,11,1977,11,DM,M,37,,971,6,8,1978,17,NA,F,135,,2019,9,22,1979,9,DS,F,,,2738,3,9,1980,18,OT,M,25
469,12,11,1977,12,NA,,,,972,6,8,1978,9,DS,F,94,,2020,9,22,1979,12,DS,M,131,,2739,3,9,1980,1,DM,F,45
470,12,11,1977,4,PF,M,6,,973,6,8,1978,9,DS,F,100,,2021,9,22,1979,22,OT,M,31,,2740,3,9,1980,2,DM,F,45
471,12,11,1977,5,OT,,,,974,6,8,1978,11,DS,F,98,,2022,9,22,1979,9,DM,M,35,,2741,3,9,1980,5,DM,F,44
472,12,11,1977,11,DS,F,127,,975,6,8,1978,17,DM,F,43,,2023,9,22,1979,17,DS,M,118,,2742,3,9,1980,6,NA,,243
473,12,11,1977,21,OT,,,,976,6,8,1978,8,PF,F,8,,2024,9,22,1979,12,OT,M,20,,2743,3,9,1980,9,DM,F,44
474,12,11,1977,8,PF,F,6,,977,6,8,1978,17,DO,M,23,,2025,9,22,1979,20,NA,F,152,,2744,3,9,1980,18,DO,M,45
475,12,11,1977,11,NA,,,,978,6,8,1978,21,OT,M,12,,2026,9,22,1979,22,DS,M,138,,2745,3,9,1980,24,DM,F,39
476,12,11,1977,8,DS,F,120,,979,6,8,1978,11,DM,M,26,,2027,9,22,1979,12,DM,F,37,,2746,3,21,1980,12,DS,M,134
477,12,11,1977,17,DS,F,115,,980,6,8,1978,20,DS,M,124,,2028,9,22,1979,20,OT,F,21,,2747,3,21,1980,10,OL,F,42
478,12,11,1977,3,OT,,,,981,6,8,1978,11,PP,M,15,,2029,9,22,1979,12,DM,F,41,,2748,3,21,1980,17,OL,M,35
479,12,11,1977,14,DM,F,40,,982,6,8,1978,12,DS,F,84,,2030,9,22,1979,20,DM,M,50,,2749,3,21,1980,17,DM,M,48
480,12,11,1977,14,DS,F,114,,983,6,8,1978,7,,,,,2031,9,22,1979,11,OT,M,27,,2750,3,21,1980,9,DM,M,47
481,12,11,1977,17,DM,F,37,,984,6,8,1978,10,,,,,2032,9,22,1979,20,DS,F,153,,2751,3,21,1980,12,NA,M,97
482,12,11,1977,17,DM,M,46,,985,6,8,1978,19,,,,,2033,9,22,1979,8,DS,F,122,,2752,3,21,1980,17,OL,F,40
483,12,11,1977,8,DS,M,149,,986,6,8,1978,23,,,,,2034,9,22,1979,9,DS,F,106,,2753,3,21,1980,1,PF,F,7
484,12,11,1977,11,DM,F,38,,987,6,9,1978,6,DM,M,24,,2035,9,22,1979,11,DM,M,49,,2754,3,21,1980,21,RM,F,5
485,12,11,1977,11,DS,M,127,,988,6,9,1978,18,DS,,,,2036,9,22,1979,21,PE,F,24,,2755,3,21,1980,19,RM,F,13
486,12,11,1977,14,NA,,,,989,6,9,1978,4,DS,M,122,,2037,9,22,1979,9,SS,,,,2756,3,21,1980,12,DM,F,51
487,12,11,1977,12,DM,F,36,,990,6,9,1978,2,NA,M,200,,2038,9,22,1979,22,OT,M,19,,2757,3,21,1980,8,DM,M,44
488,12,11,1977,12,DM,M,41,,991,6,9,1978,13,PP,M,17,,2039,9,22,1979,8,PP,F,14,,2758,3,21,1980,12,RM,F,
489,12,11,1977,11,OT,,,,992,6,9,1978,14,DM,M,46,,2040,9,22,1979,11,DM,F,40,,2759,3,21,1980,19,RM,F,12
490,12,11,1977,14,DM,M,44,,993,6,9,1978,2,DS,M,149,,2041,9,22,1979,9,OL,F,34,,2760,3,21,1980,21,PF,M,
491,12,11,1977,11,DS,M,138,,994,6,9,1978,18,DM,F,23,,2042,9,22,1979,7,,,,,2761,3,21,1980,11,DM,F,45
492,12,11,1977,12,DS,M,110,,995,6,9,1978,2,PF,M,8,,2043,9,22,1979,19,,,,,2762,3,21,1980,17,DS,M,160
493,12,11,1977,4,DS,F,110,,996,6,9,1978,18,DS,F,136,,2044,9,23,1979,3,OL,M,34,,2763,3,21,1980,9,DS,F,61
494,12,11,1977,4,OT,,,,997,6,9,1978,18,DS,M,102,,2045,9,23,1979,3,OL,F,46,,2764,3,21,1980,12,RM,M,9
495,12,11,1977,17,NA,,,,998,6,9,1978,14,DS,F,122,,2046,9,23,1979,14,DM,M,45,,2765,3,21,1980,9,DS,M,91
496,12,11,1977,17,DM,F,37,,999,6,9,1978,18,DM,F,40,,2047,9,23,1979,15,PP,F,16,,2766,3,21,1980,20,DS,F,165
497,12,11,1977,5,OT,,,,1000,6,9,1978,5,DS,F,71,,2048,9,23,1979,13,OT,M,21,,2767,3,21,1980,21,RM,F,5
498,12,11,1977,3,PF,M,7,,1001,6,9,1978,18,DM,F,42,,2049,9,23,1979,24,DM,F,49,,2768,3,21,1980,9,DS,F,92
499,12,11,1977,11,DS,F,121,,1002,6,9,1978,14,SS,M,130,,2050,9,23,1979,2,OT,F,23,,2769,3,21,1980,8,DS,M,134
500,12,11,1977,21,OT,,,,1003,6,9,1978,1,DS,M,160,,2051,9,23,1979,2,PF,F,7,,2770,3,21,1980,12,DM,F,45
501,12,11,1977,21,OT,,,,1004,6,9,1978,6,DS,F,82,,2052,9,23,1979,13,OL,F,40,,2771,3,21,1980,17,DO,M,51
502,12,11,1977,5,DM,F,43,,1005,6,9,1978,5,DS,M,134,,2053,9,23,1979,4,DM,F,46,,2772,3,21,1980,23,PE,M,21
503,12,11,1977,15,,,,,1006,6,9,1978,6,DM,M,38,,2054,9,23,1979,2,OT,F,29,,2773,3,21,1980,9,DS,F,113
,,,,,,,,,1007,6,9,1978,1,DM,F,40,,2055,9,23,1979,24,DS,F,119,,2774,3,21,1980,19,RM,M,9
,,,,,,,,,1008,6,9,1978,18,DM,F,37,,2056,9,23,1979,4,DS,M,129,,2775,3,21,1980,20,DS,M,113
,,,,,,,,,1009,6,9,1978,3,OT,F,29,,2057,9,23,1979,5,OT,M,22,,2776,3,21,1980,19,PE,F,21
,,,,,,,,,1010,6,9,1978,13,DS,F,107,,2058,9,23,1979,1,OT,M,24,,2777,3,21,1980,8,PF,,
,,,,,,,,,1011,6,9,1978,1,DS,M,100,,2059,9,23,1979,24,DM,F,35,,2778,3,21,1980,12,DM,M,53
,,,,,,,,,1012,6,9,1978,6,DS,M,32,,2060,9,23,1979,2,DM,F,46,,2779,3,21,1980,9,OL,M,36
,,,,,,,,,1013,6,9,1978,1,DO,M,38,,2061,9,23,1979,3,PF,F,7,,2780,3,21,1980,20,DS,F,65
,,,,,,,,,1014,6,9,1978,6,DS,F,73,,2062,9,23,1979,4,DS,F,124,,2781,3,21,1980,1,DS,M,117
,,,,,,,,,1015,6,9,1978,1,DS,F,134,,2063,9,23,1979,24,DM,M,53,,2782,3,21,1980,22,DS,M,144
,,,,,,,,,1016,6,9,1978,4,DS,F,119,,2064,9,23,1979,14,DM,F,46,,2783,3,21,1980,12,DM,M,50
,,,,,,,,,1017,6,9,1978,5,DM,F,50,,2065,9,23,1979,24,DM,F,43,,2784,3,21,1980,7,,,
,,,,,,,,,1018,6,9,1978,2,DM,M,43,,2066,9,23,1979,5,OT,F,25,,2785,3,22,1980,4,DM,M,51
,,,,,,,,,1019,6,9,1978,1,DS,F,59,,2067,9,23,1979,14,OL,F,31,,2786,3,22,1980,14,DM,F,54
,,,,,,,,,1020,6,9,1978,16,DM,M,48,,2068,9,23,1979,13,DS,M,120,,2787,3,22,1980,15,OT,F,33
,,,,,,,,,1021,6,9,1978,1,DS,M,58,,2069,9,23,1979,18,OT,F,26,,2788,3,22,1980,4,DM,F,44
,,,,,,,,,1022,6,9,1978,6,DM,M,41,,2070,9,23,1979,2,DM,M,51,,2789,3,22,1980,15,PF,,
,,,,,,,,,1023,6,9,1978,4,DS,F,81,,2071,9,23,1979,1,PP,F,14,,2790,3,22,1980,2,DM,F,59
,,,,,,,,,1024,6,9,1978,4,DS,M,93,,2072,9,23,1979,6,,,,,2791,3,22,1980,18,DM,M,47
,,,,,,,,,1025,6,9,1978,14,DM,M,28,,2073,9,23,1979,16,,,,,2792,3,22,1980,24,DM,M,49
,,,,,,,,,1026,6,9,1978,13,OL,M,44,,2074,10,24,1979,9,DO,M,26,,2793,3,22,1980,3,RM,M,10
,,,,,,,,,1027,6,9,1978,13,OT,F,28,,2075,10,24,1979,12,DO,M,52,,2794,3,22,1980,16,OT,F,31
,,,,,,,,,1028,6,9,1978,13,DM,F,24,,2076,10,24,1979,11,DS,M,137,,2795,3,22,1980,14,DS,F,97
,,,,,,,,,1029,6,9,1978,18,NA,M,232,,2077,10,24,1979,12,SS,,,,2796,3,22,1980,18,DS,F,184
,,,,,,,,,1030,6,9,1978,15,,,,,2078,10,24,1979,12,NA,F,92,,2797,3,22,1980,3,RM,M,10
,,,,,,,,,1031,7,7,1978,9,DS,F,127,,2079,10,24,1979,8,DO,M,50,,2798,3,22,1980,4,DM,M,49
,,,,,,,,,1032,7,7,1978,11,PP,M,16,,2080,10,24,1979,20,DS,F,151,,2799,3,22,1980,24,DS,M,80
,,,,,,,,,1033,7,7,1978,12,DM,F,44,,2081,10,24,1979,12,NA,F,211,,2800,3,22,1980,3,PF,M,8
,,,,,,,,,1034,7,7,1978,17,DM,M,35,,2082,10,24,1979,8,DO,F,47,,2801,3,22,1980,4,DS,M,131
,,,,,,,,,1035,7,7,1978,12,DM,M,17,,2083,10,24,1979,9,DM,F,45,,2802,3,22,1980,13,DM,M,42
,,,,,,,,,1036,7,7,1978,12,DS,F,122,,2084,10,24,1979,11,PP,M,16,,2803,3,22,1980,4,PF,M,5
,,,,,,,,,1037,7,7,1978,11,DS,M,122,,2085,10,24,1979,17,DM,M,46,,2804,3,22,1980,24,DS,F,127
,,,,,,,,,1038,7,7,1978,20,DM,F,32,,2086,10,24,1979,12,DM,F,40,,2805,3,22,1980,4,DS,F,133
,,,,,,,,,1039,7,7,1978,11,DM,F,48,,2087,10,24,1979,9,DS,F,145,,2806,3,22,1980,6,DS,M,138
,,,,,,,,,1040,7,7,1978,12,DS,M,95,,2088,10,24,1979,9,DM,M,43,,2807,3,22,1980,15,PF,F,11
,,,,,,,,,1041,7,7,1978,17,DM,M,45,,2089,10,24,1979,10,OL,F,25,,2808,3,22,1980,5,DM,M,49
,,,,,,,,,1042,7,7,1978,8,DO,M,51,,2090,10,24,1979,11,DM,F,28,,2809,3,22,1980,18,OT,F,28
,,,,,,,,,1043,7,7,1978,17,DM,M,47,,2091,10,24,1979,11,DM,M,29,,2810,3,22,1980,3,PF,M,8
,,,,,,,,,1044,7,7,1978,22,DS,F,119,,2092,10,24,1979,19,PE,M,19,,2811,3,22,1980,4,DS,M,81
,,,,,,,,,1045,7,7,1978,8,DS,F,124,,2093,10,24,1979,22,DS,M,143,,2812,3,22,1980,13,DS,M,90
,,,,,,,,,1046,7,7,1978,12,DS,F,87,,2094,10,24,1979,17,DS,M,156,,2813,3,22,1980,15,DM,M,45
,,,,,,,,,1047,7,7,1978,6,DS,F,85,,2095,10,24,1979,17,DS,M,123,,2814,3,22,1980,2,DM,F,44
,,,,,,,,,1048,7,7,1978,8,DM,F,,,2096,10,24,1979,11,OT,F,27,,2815,3,22,1980,4,DS,M,82
,,,,,,,,,1049,7,7,1978,9,DM,M,36,,2097,10,24,1979,8,DS,F,120,,2816,3,22,1980,4,DS,F,78
,,,,,,,,,1050,7,7,1978,22,DS,F,123,,2098,10,24,1979,9,DS,F,123,,2817,3,22,1980,15,OT,M,30
,,,,,,,,,1051,7,7,1978,8,DS,F,111,,2099,10,24,1979,23,PE,M,24,,2818,3,22,1980,2,OL,M,37
,,,,,,,,,1052,7,7,1978,17,DM,F,39,,2100,10,24,1979,9,OT,F,21,,2819,3,22,1980,24,DM,M,50
,,,,,,,,,1053,7,7,1978,12,DM,M,27,,2101,10,24,1979,12,DM,M,45,,2820,3,22,1980,13,OL,M,37
,,,,,,,,,1054,7,7,1978,22,DS,F,105,,2102,10,24,1979,17,NA,M,133,,2821,3,22,1980,13,PF,F,7
,,,,,,,,,1055,7,7,1978,17,DS,M,132,,2103,10,24,1979,19,OL,M,27,,2822,3,22,1980,14,DM,M,44
,,,,,,,,,1056,7,7,1978,17,DM,F,45,,2104,10,24,1979,9,OT,M,22,,2823,3,22,1980,18,OT,M,25
,,,,,,,,,1057,7,7,1978,11,DS,F,96,,2105,10,24,1979,17,DO,M,49,,2824,3,22,1980,6,PF,,
,,,,,,,,,1058,7,7,1978,12,DM,F,40,,2106,10,24,1979,9,DS,F,102,,2825,3,22,1980,15,RM,M,7
,,,,,,,,,1059,7,7,1978,17,DS,F,120,,2107,10,24,1979,20,NA,M,171,,2826,3,22,1980,13,DM,M,45
